timestamp,ambient (ground),tank (left),ambient (tank),tank (right),line (outer),line (inner)
1564276107.75,510,598,498,605,429,389
1564276108.76,509,599,498,604,428,388
1564276109.76,510,599,498,606,428,387
1564276110.76,510,600,498,604,429,389
1564276111.76,510,598,497,607,428,388
1564276112.76,511,599,498,602,429,388
1564276113.77,510,598,497,605,428,389
1564276114.77,508,598,498,606,428,387
1564276115.77,510,598,497,605,429,388
1564276116.77,510,596,498,606,429,388
1564276117.78,509,598,497,604,428,388
1564276118.77,510,601,498,608,428,387
1564276119.78,510,598,497,605,429,387
1564276120.78,510,600,497,605,429,388
1564276121.78,511,596,497,606,429,388
1564276122.78,510,595,497,610,430,387
1564276123.79,511,596,498,606,430,389
1564276124.79,511,598,498,604,430,390
1564276125.79,511,600,498,607,431,389
1564276126.79,510,598,498,604,430,389
1564276127.79,510,602,498,607,432,388
1564276128.8,509,598,498,604,429,389
1564276129.8,510,599,498,604,429,389
1564276130.8,510,598,497,605,430,389
1564276131.8,510,599,497,602,431,389
1564276132.8,510,598,498,606,430,389
1564276133.81,510,598,497,606,430,390
1564276134.81,510,598,499,606,430,391
1564276135.81,510,598,498,606,431,391
1564276136.81,510,597,497,609,431,390
1564276137.82,514,599,497,604,430,390
1564276138.81,510,597,496,605,430,390
1564276139.82,510,596,497,604,430,391
1564276140.82,510,599,496,606,429,390
1564276141.82,510,598,496,605,432,390
1564276142.82,510,599,497,605,430,389
1564276143.82,510,598,496,607,429,390
1564276144.83,510,599,496,607,430,390
1564276145.83,509,600,496,607,430,390
1564276146.83,510,597,496,606,430,390
1564276147.83,510,596,497,606,430,389
1564276148.84,509,597,496,605,430,388
1564276149.84,509,601,496,607,429,390
1564276150.84,510,599,496,605,430,389
1564276151.84,509,599,496,605,430,390
1564276152.84,509,597,496,603,429,390
1564276153.85,510,600,496,609,429,390
1564276154.85,510,598,496,608,430,391
1564276155.85,510,599,496,606,430,390
1564276156.85,509,598,495,605,429,387
1564276157.85,509,598,495,605,430,390
1564276158.85,508,597,496,607,429,389
1564276159.86,509,598,495,605,430,389
1564276160.86,509,601,495,607,430,388
1564276161.86,509,598,495,606,430,391
1564276162.86,509,598,495,607,430,390
1564276163.86,509,599,495,600,430,390
1564276164.87,509,598,495,606,430,389
1564276165.87,509,597,496,606,429,388
1564276166.87,509,599,496,605,429,388
1564276167.87,509,598,496,606,429,388
1564276168.87,509,598,496,605,429,388
1564276169.88,509,600,495,604,429,387
1564276170.88,509,598,497,606,428,387
1564276171.88,510,598,496,603,428,387
1564276172.88,509,599,496,605,428,386
1564276173.89,509,599,497,607,427,385
1564276174.89,509,596,497,612,428,386
1564276175.89,509,598,497,608,427,387
1564276176.89,509,599,497,605,427,386
1564276177.89,509,598,497,605,428,387
1564276178.9,509,600,497,604,428,386
1564276179.9,509,597,497,604,427,387
1564276180.9,509,596,497,607,428,386
1564276181.9,510,598,497,605,428,387
1564276182.9,509,602,496,604,428,387
1564276183.9,509,597,496,606,428,387
1564276184.91,509,599,497,607,428,387
1564276185.91,509,599,498,605,428,387
1564276186.91,509,598,498,607,429,387
1564276187.91,509,598,498,612,426,387
1564276188.91,509,598,498,605,429,388
1564276189.92,509,599,498,605,429,388
1564276190.92,509,598,498,604,429,388
1564276191.92,509,599,498,605,428,388
1564276192.92,509,598,497,605,430,389
1564276193.93,509,599,497,606,429,389
1564276194.93,509,598,497,606,429,389
1564276195.93,509,598,497,606,430,388
1564276196.93,509,601,496,606,429,388
1564276197.93,509,599,497,606,429,389
1564276198.94,509,599,497,606,429,389
1564276199.93,509,598,497,606,430,389
1564276200.94,509,595,497,605,429,388
1564276201.94,509,598,496,605,429,389
1564276202.94,508,598,497,607,430,388
1564276203.94,509,600,497,605,429,388
1564276204.95,509,599,497,610,428,387
1564276205.95,508,599,497,604,430,388
1564276206.95,513,599,496,601,430,389
1564276207.95,510,599,497,606,430,388
1564276208.95,509,598,497,607,430,390
1564276209.96,509,599,497,603,430,389
1564276210.96,509,598,496,599,430,389
1564276211.96,509,598,496,608,430,389
1564276212.96,509,600,496,604,430,387
1564276213.96,510,600,495,605,430,389
1564276214.97,510,598,496,605,430,387
1564276215.97,509,596,496,606,429,388
1564276216.97,509,599,496,606,430,389
1564276217.97,509,598,496,609,429,389
1564276218.98,509,598,497,608,428,389
1564276219.97,509,598,496,605,430,386
1564276220.98,510,599,497,606,429,388
1564276221.98,509,599,498,605,429,389
1564276222.98,508,601,497,606,429,389
1564276223.98,509,598,497,605,429,389
1564276224.98,509,599,497,608,429,390
1564276225.99,509,600,497,606,430,389
1564276226.99,509,598,497,610,429,389
1564276227.99,509,598,497,605,430,390
1564276228.99,509,599,496,606,430,390
1564276230.0,509,600,497,606,431,389
1564276231.0,509,598,498,605,430,389
1564276232.0,510,599,497,607,430,390
1564276233.0,509,597,498,605,431,391
1564276234.0,509,601,498,606,431,389
1564276235.01,509,598,498,604,430,390
1564276236.01,509,598,498,607,430,390
1564276237.01,509,598,498,606,430,390
1564276238.01,509,598,498,606,431,390
1564276239.01,509,592,498,606,430,390
1564276240.01,509,597,498,608,430,390
1564276241.02,509,601,497,605,431,390
1564276242.02,509,598,498,607,431,390
1564276243.02,509,596,499,605,431,389
1564276244.02,509,597,498,604,431,391
1564276245.02,508,597,498,605,431,391
1564276246.03,509,596,498,605,431,391
1564276247.03,509,603,497,609,429,391
1564276248.03,508,600,497,606,431,390
1564276249.03,513,599,497,603,431,390
1564276250.04,508,598,497,606,430,390
1564276251.04,509,598,497,606,428,390
1564276252.04,509,597,497,606,431,390
1564276253.04,509,599,497,605,431,392
1564276254.04,508,599,498,604,431,390
1564276255.05,509,597,497,605,431,391
1564276256.05,508,600,497,606,431,390
1564276257.05,509,597,497,605,431,391
1564276258.05,509,597,498,608,432,391
1564276259.05,509,597,497,612,431,391
1564276260.06,509,599,497,613,431,391
1564276261.06,509,597,497,606,431,390
1564276262.06,507,598,497,606,430,391
1564276263.06,505,598,497,609,430,391
1564276264.06,509,598,497,606,431,391
1564276265.06,508,598,497,603,432,392
1564276266.07,509,598,497,605,432,394
1564276267.07,510,594,496,606,430,392
1564276268.07,509,603,496,603,433,393
1564276269.07,508,599,496,607,433,394
1564276270.07,509,599,495,604,432,393
1564276271.08,509,599,496,605,433,392
1564276272.08,509,599,496,603,432,393
1564276273.08,509,599,496,605,433,392
1564276274.08,509,601,496,605,432,393
1564276275.09,509,598,496,605,432,392
1564276276.09,509,600,497,608,432,392
1564276277.09,509,598,496,605,432,391
1564276278.09,508,598,496,606,432,391
1564276279.09,508,598,496,605,432,391
1564276280.1,509,599,496,608,432,390
1564276281.09,509,599,497,604,432,391
1564276282.1,509,599,496,607,432,391
1564276283.1,508,599,496,604,433,392
1564276284.1,513,599,496,602,433,391
1564276285.1,507,599,497,605,432,393
1564276286.11,509,598,496,605,433,392
1564276287.11,509,598,497,607,433,391
1564276288.11,509,598,497,604,431,391
1564276289.11,509,597,498,610,433,392
1564276290.11,508,598,498,604,432,392
1564276291.12,509,600,496,609,433,393
1564276292.12,509,597,497,606,433,393
1564276293.12,508,598,497,605,433,392
1564276294.12,509,599,497,605,433,393
1564276295.12,508,598,497,606,433,393
1564276296.13,508,598,497,605,433,393
1564276297.13,508,597,497,605,433,392
1564276298.13,509,597,497,605,433,391
1564276299.13,508,598,496,605,433,393
1564276300.14,509,601,496,607,433,393
1564276301.13,509,598,496,604,433,393
1564276302.14,508,596,497,604,434,393
1564276303.14,508,597,496,605,434,394
1564276304.14,508,601,496,606,434,394
1564276305.14,508,599,496,604,435,395
1564276306.15,508,599,496,605,435,394
1564276307.15,504,600,495,605,436,395
1564276308.15,508,598,495,605,436,396
1564276309.15,508,602,495,607,436,396
1564276310.15,508,598,495,605,436,395
1564276311.16,507,601,495,608,436,396
1564276312.16,508,598,495,601,436,396
1564276313.16,509,599,495,608,436,397
1564276314.16,508,598,494,604,436,395
1564276315.16,508,599,495,606,435,395
1564276316.17,508,598,495,605,436,395
1564276317.17,508,598,495,607,435,395
1564276318.17,508,598,495,607,435,395
1564276319.17,508,598,495,605,435,396
1564276320.18,508,600,495,606,435,395
1564276321.17,508,598,495,605,435,394
1564276322.18,507,597,495,604,435,394
1564276323.18,507,597,495,605,435,394
1564276324.18,508,596,495,602,435,395
1564276325.18,507,598,495,604,435,394
1564276326.18,508,598,496,607,434,394
1564276327.19,508,599,496,607,434,393
1564276328.19,508,597,496,610,434,393
1564276329.19,508,600,496,602,433,393
1564276330.19,508,598,496,607,438,393
1564276331.2,508,600,495,607,434,393
1564276332.2,508,598,496,605,434,392
1564276333.2,508,598,495,605,434,393
1564276334.2,509,598,496,605,432,393
1564276335.2,508,600,496,607,432,391
1564276336.21,508,599,496,605,433,392
1564276337.21,508,597,496,603,433,392
1564276338.21,509,598,496,606,432,392
1564276339.21,511,599,496,603,433,392
1564276340.21,509,597,497,606,434,392
1564276341.22,508,597,496,605,432,392
1564276342.22,509,596,497,602,434,392
1564276343.22,508,598,496,605,433,391
1564276344.22,508,596,497,604,434,392
1564276345.22,508,598,497,605,433,393
1564276346.22,508,600,497,607,432,391
1564276347.23,509,597,497,605,432,392
1564276348.23,508,598,497,607,433,391
1564276349.23,508,597,498,605,433,391
1564276350.23,508,598,498,605,432,391
1564276351.23,509,596,498,606,433,389
1564276352.24,508,597,498,606,432,391
1564276353.24,508,598,499,604,432,392
1564276354.24,509,598,498,605,432,391
1564276355.24,509,602,498,607,431,391
1564276356.25,509,598,498,609,432,391
1564276357.25,508,600,498,611,431,389
1564276358.25,509,598,498,605,431,390
1564276359.25,508,599,498,603,432,388
1564276360.25,509,599,498,606,431,389
1564276361.26,509,598,499,606,431,388
1564276362.25,508,601,498,606,431,389
1564276363.26,509,598,499,604,430,389
1564276364.26,509,598,499,604,432,390
1564276365.26,509,597,498,605,430,390
1564276366.26,508,597,498,610,430,389
1564276367.27,508,598,498,604,431,390
1564276368.27,509,601,499,608,430,389
1564276369.27,509,600,498,605,431,389
1564276370.27,509,597,499,606,430,389
1564276371.27,508,599,498,605,432,389
1564276372.28,509,599,498,605,430,389
1564276373.28,509,599,498,605,431,390
1564276374.28,509,598,498,606,429,389
1564276375.28,509,600,498,606,431,389
1564276376.28,509,598,498,604,431,390
1564276377.29,509,600,497,605,431,390
1564276378.29,509,597,498,604,431,389
1564276379.29,507,598,498,609,431,390
1564276380.29,509,598,498,605,431,389
1564276381.3,509,599,498,611,431,391
1564276382.29,510,598,498,606,431,390
1564276383.3,509,601,499,605,431,390
1564276384.3,509,598,499,611,432,391
1564276385.3,509,598,499,606,432,391
1564276386.3,509,597,499,606,431,391
1564276387.3,509,598,499,605,431,391
1564276388.31,508,600,499,605,432,391
1564276389.31,508,598,499,606,432,392
1564276390.31,508,600,498,604,433,392
1564276391.31,509,597,499,605,432,392
1564276392.32,509,599,498,605,433,393
1564276393.32,508,598,498,605,433,393
1564276394.32,509,598,498,605,435,394
1564276395.32,509,598,498,606,433,394
1564276396.32,508,600,498,605,434,395
1564276397.33,505,596,498,605,433,393
1564276398.33,509,596,498,604,434,393
1564276399.33,508,595,498,606,433,393
1564276400.33,509,598,498,604,433,393
1564276401.33,509,600,497,605,434,393
1564276402.33,509,597,498,605,433,393
1564276403.34,509,598,498,606,433,392
1564276404.34,508,598,497,605,432,392
1564276405.34,508,598,498,606,434,392
1564276406.34,508,599,497,599,435,393
1564276407.34,508,598,497,607,433,393
1564276408.35,509,598,499,606,433,393
1564276409.35,508,597,497,605,433,393
1564276410.35,508,598,497,605,434,392
1564276411.35,508,595,497,604,433,392
1564276412.36,508,597,497,609,432,392
1564276413.36,509,598,497,604,434,392
1564276414.36,508,600,497,603,434,392
1564276415.36,508,598,499,606,439,392
1564276416.36,508,597,497,606,435,392
1564276417.37,508,598,497,606,432,392
1564276418.37,509,597,497,606,433,392
1564276419.37,508,597,498,608,432,392
1564276420.37,509,597,497,605,432,392
1564276421.37,509,600,498,606,434,391
1564276422.37,509,597,497,605,433,392
1564276423.38,509,595,498,606,432,391
1564276424.38,509,599,498,603,432,391
1564276425.38,509,597,498,606,433,389
1564276426.38,509,597,498,606,432,391
1564276427.38,509,597,499,607,434,392
1564276428.39,508,598,499,607,431,394
1564276429.39,509,598,499,605,433,391
1564276430.39,509,599,499,605,433,390
1564276431.39,508,598,499,605,433,392
1564276432.39,509,597,499,605,433,392
1564276433.4,511,599,499,604,433,391
1564276434.4,509,600,499,607,432,392
1564276435.4,509,598,499,605,432,392
1564276436.4,509,599,498,606,432,392
1564276437.41,510,598,499,605,433,392
1564276438.41,509,599,499,606,432,392
1564276439.41,509,597,499,608,432,394
1564276440.41,509,598,499,608,433,391
1564276441.41,509,597,499,604,434,392
1564276442.42,509,597,498,605,433,393
1564276443.41,509,601,499,606,433,391
1564276444.42,509,596,499,604,433,389
1564276445.42,509,601,498,608,433,391
1564276446.42,509,598,499,605,432,391
1564276447.42,509,597,499,607,433,390
1564276448.43,509,597,499,605,432,391
1564276449.43,510,598,498,609,432,391
1564276450.43,509,598,499,605,432,391
1564276451.43,509,597,499,608,432,391
1564276452.43,509,598,500,604,433,392
1564276453.44,508,597,499,604,433,391
1564276454.44,509,599,499,606,433,390
1564276455.44,509,597,499,606,433,391
1564276456.44,509,597,499,603,433,393
1564276457.44,509,598,499,605,433,392
1564276458.45,508,594,499,607,432,391
1564276459.45,509,598,499,605,435,393
1564276460.45,509,598,498,606,434,393
1564276461.45,509,597,498,605,434,393
1564276462.46,509,598,498,605,434,393
1564276463.45,509,595,498,605,434,392
1564276464.46,512,597,498,604,432,393
1564276465.46,509,596,497,606,435,393
1564276466.46,509,597,498,605,434,393
1564276467.46,509,602,497,605,435,394
1564276468.46,509,597,497,605,434,394
1564276469.47,509,603,496,604,434,394
1564276470.47,509,598,496,605,436,395
1564276471.47,509,597,496,606,436,396
1564276472.47,504,604,496,608,436,396
1564276473.48,508,597,496,605,437,396
1564276474.48,508,601,495,607,436,396
1564276475.48,508,597,496,605,437,397
1564276476.48,508,597,496,610,435,396
1564276477.48,507,597,495,604,436,396
1564276478.49,508,598,496,609,435,393
1564276479.49,508,596,496,606,436,396
1564276480.49,508,598,495,607,435,395
1564276481.49,508,599,495,606,435,394
1564276482.49,508,597,495,606,435,394
1564276483.49,507,600,495,605,435,394
1564276484.5,508,599,496,605,435,393
1564276485.5,507,597,495,605,435,393
1564276486.5,509,597,495,605,434,394
1564276487.5,508,601,495,607,434,393
1564276488.5,512,597,495,604,433,392
1564276489.51,508,599,495,604,434,392
1564276490.51,508,598,496,604,434,391
1564276491.51,508,598,495,608,434,393
1564276492.51,508,593,495,605,434,391
1564276493.52,508,599,495,605,435,393
1564276494.52,508,600,494,605,434,392
1564276495.52,508,598,495,606,435,393
1564276496.52,509,596,495,604,434,391
1564276497.52,508,598,495,605,434,392
1564276498.53,508,601,495,607,434,392
1564276499.53,508,597,495,604,433,391
1564276500.53,508,597,496,609,433,391
1564276501.53,508,597,496,604,433,391
1564276502.53,508,599,496,609,434,392
1564276503.53,508,600,495,601,434,392
1564276504.54,508,598,495,606,433,393
1564276505.54,508,598,496,607,434,392
1564276506.54,508,597,494,605,434,392
1564276507.54,509,598,495,604,434,392
1564276508.54,505,597,495,605,433,392
1564276509.55,508,600,495,606,435,393
1564276510.55,508,598,496,605,435,393
1564276511.55,509,598,494,610,435,392
1564276512.55,509,598,495,604,435,394
1564276513.55,508,598,495,607,435,394
1564276514.56,509,600,494,606,434,393
1564276515.56,508,598,494,599,435,393
1564276516.56,513,596,494,607,433,393
1564276517.56,509,598,495,605,434,393
1564276518.57,508,597,494,607,434,393
1564276519.57,508,595,495,604,434,392
1564276520.57,509,600,495,603,435,394
1564276521.57,508,598,494,606,434,395
1564276522.57,508,605,493,606,435,394
1564276523.58,508,597,495,605,434,393
1564276524.57,508,601,495,605,434,392
1564276525.58,508,598,495,602,434,393
1564276526.58,509,599,495,605,434,393
1564276527.58,507,598,495,606,434,392
1564276528.58,508,598,495,606,434,392
1564276529.59,508,598,496,605,434,391
1564276530.59,508,597,495,605,434,394
1564276531.59,507,597,496,609,434,394
1564276532.59,508,597,495,605,434,394
1564276533.59,508,595,496,607,434,394
1564276534.6,508,598,496,604,435,393
1564276535.6,508,599,495,607,434,394
1564276536.6,509,598,495,605,435,394
1564276537.6,508,594,495,605,435,394
1564276538.6,508,597,495,604,436,394
1564276539.61,508,596,495,605,434,395
1564276540.61,508,598,495,606,436,394
1564276541.61,508,597,495,610,435,394
1564276542.61,508,598,495,607,435,393
1564276543.62,508,597,494,604,435,394
1564276544.61,509,601,495,607,435,394
1564276545.62,509,596,494,604,436,395
1564276546.62,508,597,494,608,434,395
1564276547.62,508,598,493,604,435,396
1564276548.62,505,598,493,606,436,396
1564276549.62,507,598,493,606,436,396
1564276550.63,508,598,493,607,436,396
1564276551.63,508,600,493,605,436,395
1564276552.63,508,597,493,605,436,395
1564276553.63,508,600,493,606,437,396
1564276554.64,508,597,493,604,436,395
1564276555.64,508,596,495,605,436,394
1564276556.64,507,597,493,604,436,395
1564276557.64,508,597,493,605,436,396
1564276558.64,509,598,494,605,436,395
1564276559.65,507,598,495,607,436,395
1564276560.65,507,598,494,607,435,395
1564276561.65,507,598,494,606,436,395
1564276562.65,509,598,494,606,434,395
1564276563.65,508,597,494,604,436,395
1564276564.65,507,600,493,603,437,396
1564276565.66,508,597,494,604,436,395
1564276566.66,508,596,494,604,436,395
1564276567.66,508,597,494,604,436,395
1564276568.66,508,595,494,606,438,393
1564276569.66,508,597,494,604,436,394
1564276570.67,508,599,494,605,435,394
1564276571.67,508,598,494,605,436,394
1564276572.67,508,597,495,605,436,394
1564276573.67,507,600,495,606,436,395
1564276574.68,508,599,496,604,435,395
1564276575.68,508,598,496,606,435,394
1564276576.68,508,597,495,610,435,394
1564276577.68,507,600,496,606,435,394
1564276578.68,508,598,495,603,435,393
1564276579.69,507,598,495,602,435,393
1564276580.69,508,597,495,603,435,393
1564276581.69,508,598,496,606,434,393
1564276582.69,509,597,495,605,434,390
1564276583.69,508,592,495,605,434,391
1564276584.69,508,600,495,605,435,392
1564276585.7,507,593,494,605,434,392
1564276586.7,508,595,495,607,434,391
1564276587.7,508,598,495,604,434,392
1564276588.7,507,601,494,607,433,392
1564276589.7,507,598,495,605,434,394
1564276590.71,508,601,496,607,435,393
1564276591.71,508,597,496,606,435,394
1564276592.71,507,598,496,605,435,395
1564276593.71,507,598,495,607,435,395
1564276594.71,508,598,496,606,435,394
1564276595.72,508,597,496,606,435,395
1564276596.72,508,597,496,604,435,395
1564276597.72,507,599,496,606,436,396
1564276598.72,507,598,496,605,436,395
1564276599.73,507,599,496,606,437,396
1564276600.73,507,597,495,604,436,396
1564276601.73,508,599,495,604,437,396
1564276602.73,508,598,495,605,436,396
1564276603.73,508,598,495,605,436,396
1564276604.74,508,595,495,606,436,395
1564276605.73,507,597,495,606,435,395
1564276606.74,508,599,495,606,436,394
1564276607.74,508,597,495,606,435,395
1564276608.74,507,598,494,604,436,395
1564276609.74,507,598,495,603,435,396
1564276610.75,508,597,495,607,435,394
1564276611.75,507,597,495,604,435,394
1564276612.75,508,598,495,605,435,395
1564276613.75,508,597,495,604,438,394
1564276614.75,508,598,495,607,436,394
1564276615.76,507,597,494,605,435,394
1564276616.76,507,597,496,606,435,392
1564276617.76,508,598,496,606,435,393
1564276618.76,508,597,496,605,436,392
1564276619.76,508,598,497,609,434,393
1564276620.77,508,597,497,604,435,393
1564276621.77,507,597,498,606,437,392
1564276622.77,508,597,497,604,436,393
1564276623.77,508,597,497,603,435,393
1564276624.77,508,596,498,606,435,393
1564276625.77,509,598,498,606,435,393
1564276626.78,508,598,498,602,435,394
1564276627.78,508,598,499,606,436,393
1564276628.78,508,598,498,605,435,394
1564276629.78,508,596,499,605,435,395
1564276630.78,507,600,499,604,436,394
1564276631.79,508,597,498,604,436,394
1564276632.79,508,598,498,610,436,394
1564276633.79,508,596,498,604,435,395
1564276634.79,508,597,499,607,436,394
1564276635.8,508,597,500,604,435,395
1564276636.8,508,596,499,606,436,395
1564276637.8,508,597,498,605,436,393
1564276638.8,508,597,499,606,436,395
1564276639.8,507,598,498,606,436,395
1564276640.81,508,597,499,606,436,395
1564276641.81,508,598,498,605,437,394
1564276642.81,508,596,498,604,436,394
1564276643.81,508,597,497,604,437,395
1564276644.81,508,597,498,605,437,396
1564276645.81,508,596,497,608,437,394
1564276646.82,508,598,498,606,436,395
1564276647.82,508,599,498,606,437,396
1564276648.82,508,597,497,607,436,396
1564276649.82,508,597,496,606,436,395
1564276650.82,508,597,496,606,437,397
1564276651.83,508,597,496,605,437,396
1564276652.83,508,598,496,604,437,397
1564276653.83,508,595,496,605,438,397
1564276654.83,507,602,495,605,439,398
1564276655.83,508,597,496,605,439,398
1564276656.84,509,598,495,606,438,397
1564276657.84,509,597,495,605,439,396
1564276658.84,508,597,495,604,440,397
1564276659.84,507,598,495,605,439,396
1564276660.85,508,597,495,606,442,396
1564276661.85,508,600,495,606,439,395
1564276662.85,508,596,495,604,438,394
1564276663.85,508,599,495,604,437,393
1564276664.85,507,597,496,605,437,394
1564276665.85,508,597,495,609,435,393
1564276666.86,507,598,497,604,435,393
1564276667.86,505,598,496,605,436,393
1564276668.86,507,597,497,604,436,393
1564276669.86,503,598,496,607,436,394
1564276670.86,508,595,497,605,435,394
1564276671.87,508,597,496,605,436,393
1564276672.87,507,597,498,606,436,395
1564276673.87,507,597,496,605,437,394
1564276674.87,508,596,497,606,437,394
1564276675.87,508,602,497,604,436,396
1564276676.88,507,600,496,606,436,393
1564276677.88,508,598,496,602,438,395
1564276678.88,508,598,497,607,436,395
1564276679.88,508,595,497,604,437,395
1564276680.88,508,598,496,605,437,395
1564276681.89,507,600,497,604,437,395
1564276682.89,508,598,496,606,437,395
1564276683.89,508,598,496,604,436,395
1564276684.89,508,598,497,604,436,395
1564276685.9,508,597,496,607,437,395
1564276686.89,508,601,497,604,436,397
1564276687.9,508,599,497,607,436,395
1564276688.9,508,599,497,604,437,396
1564276689.9,508,599,497,606,438,396
1564276690.9,508,600,496,605,437,395
1564276691.91,508,599,496,606,437,396
1564276692.91,506,599,496,605,437,396
1564276693.91,508,597,496,605,437,396
1564276694.91,508,597,496,601,438,397
1564276695.91,510,597,496,605,437,396
1564276696.92,512,599,495,604,436,396
1564276697.92,508,597,495,607,437,396
1564276698.92,508,600,495,608,436,396
1564276699.92,508,596,496,604,437,396
1564276700.92,508,597,495,605,437,395
1564276701.93,508,597,495,605,437,397
1564276702.93,508,598,495,606,437,397
1564276703.93,509,598,495,603,437,396
1564276704.93,510,597,495,605,437,396
1564276705.94,508,595,496,606,437,403
1564276706.93,508,597,496,604,438,396
1564276707.94,508,598,495,604,438,393
1564276708.94,508,597,495,603,436,396
1564276709.94,508,595,495,599,438,396
1564276710.94,508,599,495,604,438,396
1564276711.94,508,598,495,606,437,395
1564276712.95,508,598,494,603,437,397
1564276713.95,508,597,494,606,438,396
1564276714.95,508,600,494,605,437,397
1564276715.95,508,598,494,605,436,396
1564276716.96,508,596,494,606,437,397
1564276717.96,508,597,494,604,437,396
1564276718.96,508,599,495,605,438,396
1564276719.96,508,597,494,604,437,396
1564276720.96,505,599,494,607,436,395
1564276721.97,508,597,493,604,436,396
1564276722.97,508,598,494,606,436,396
1564276723.97,508,597,495,606,436,395
1564276724.97,508,597,495,606,435,395
1564276725.97,507,598,495,604,436,395
1564276726.97,508,598,496,605,435,395
1564276727.98,508,597,498,605,437,397
1564276728.98,508,598,496,605,437,395
1564276729.98,508,599,496,604,437,396
1564276730.98,509,597,496,603,437,396
1564276731.98,508,600,496,607,437,395
1564276732.99,508,597,497,603,438,396
1564276733.99,508,598,497,604,438,397
1564276734.99,507,597,497,605,437,395
1564276735.99,508,600,497,604,438,397
1564276736.99,508,598,497,600,438,396
1564276738.0,507,599,497,605,438,397
1564276739.0,507,598,497,602,438,396
1564276740.0,508,596,496,605,438,398
1564276741.0,508,598,496,604,438,397
1564276742.01,507,595,496,604,438,397
1564276743.01,507,599,498,607,439,398
1564276744.01,507,596,496,603,439,398
1564276745.01,508,597,496,606,439,400
1564276746.01,508,597,496,605,440,399
1564276747.01,508,597,495,605,440,399
1564276748.01,511,597,496,605,438,398
1564276749.02,508,597,496,604,440,398
1564276750.02,508,595,496,604,439,398
1564276751.02,508,596,496,604,439,398
1564276752.02,507,598,496,603,439,397
1564276753.03,507,595,497,603,438,397
1564276754.03,507,600,496,600,440,397
1564276755.03,507,595,496,603,439,395
1564276756.03,507,598,496,605,440,399
1564276757.03,507,597,497,603,439,398
1564276758.04,508,598,497,605,439,399
1564276759.04,508,597,497,605,439,398
1564276760.04,507,597,497,605,440,398
1564276761.04,507,592,496,605,440,398
1564276762.04,507,602,496,604,439,398
1564276763.05,508,597,496,605,439,398
1564276764.05,508,597,496,604,440,399
1564276765.05,508,596,496,609,439,398
1564276766.05,507,598,495,605,439,398
1564276767.05,508,596,496,605,440,398
1564276768.05,507,596,496,604,439,396
1564276769.06,507,597,496,605,438,399
1564276770.06,508,597,496,604,439,398
1564276771.06,508,597,497,606,440,398
1564276772.06,508,601,496,607,439,398
1564276773.07,507,597,496,605,440,398
1564276774.07,507,593,496,606,438,398
1564276775.07,508,596,496,604,439,399
1564276776.07,508,596,496,608,439,399
1564276777.07,507,597,496,604,439,398
1564276778.08,509,596,495,611,438,398
1564276779.08,507,597,495,604,439,402
1564276780.08,508,599,495,603,439,398
1564276781.08,508,598,495,604,439,399
1564276782.08,508,597,495,607,441,399
1564276783.09,508,596,494,604,439,399
1564276784.09,508,597,494,603,438,399
1564276785.09,508,595,495,604,440,399
1564276786.09,508,596,495,604,439,399
1564276787.09,507,600,494,603,440,399
1564276788.09,510,596,495,604,440,399
1564276789.1,508,598,495,603,440,399
1564276790.1,507,596,495,604,439,399
1564276791.1,507,598,495,602,440,399
1564276792.1,508,596,494,605,440,399
1564276793.1,508,596,494,605,440,399
1564276794.11,507,597,494,604,440,399
1564276795.11,507,596,494,604,439,399
1564276796.11,508,597,494,604,440,399
1564276797.11,507,596,494,604,439,399
1564276798.12,508,596,494,605,440,399
1564276799.12,507,596,494,603,439,399
1564276800.12,508,595,494,604,440,400
1564276801.12,507,595,495,604,440,398
1564276802.12,508,595,494,605,440,398
1564276803.13,507,591,494,605,439,398
1564276804.13,507,596,494,605,439,398
1564276805.13,508,594,494,605,439,397
1564276806.13,507,595,494,604,439,397
1564276807.13,508,594,495,602,440,398
1564276808.13,508,600,494,603,439,401
1564276809.14,507,600,494,607,438,397
1564276810.14,507,597,494,604,439,398
1564276811.14,507,596,494,605,439,398
1564276812.14,508,596,494,609,439,398
1564276813.14,508,598,494,605,439,397
1564276814.15,508,597,494,607,439,398
1564276815.15,507,597,494,605,439,397
1564276816.15,507,598,494,605,439,396
1564276817.15,508,597,495,603,439,397
1564276818.15,508,597,495,604,439,398
1564276819.16,507,596,495,604,439,398
1564276820.16,508,598,496,605,439,398
1564276821.16,508,597,496,603,439,398
1564276822.16,507,597,496,607,440,399
1564276823.17,507,599,496,604,440,399
1564276824.17,508,596,495,604,440,398
1564276825.17,508,597,495,605,441,401
1564276826.17,507,598,495,606,440,400
1564276827.17,507,597,495,604,441,400
1564276828.17,507,597,495,603,440,399
1564276829.17,508,595,496,605,440,399
1564276830.18,507,596,495,604,440,399
1564276831.18,507,599,496,606,440,403
1564276832.18,507,595,495,604,440,399
1564276833.18,508,598,495,603,441,399
1564276834.19,507,596,495,605,440,399
1564276835.19,507,596,495,606,440,399
1564276836.19,507,599,495,607,440,399
1564276837.19,508,596,495,604,440,398
1564276838.19,507,596,494,605,440,398
1564276839.2,507,596,494,605,440,399
1564276840.2,507,598,494,606,439,399
1564276841.2,508,596,495,604,440,399
1564276842.2,509,595,494,605,440,399
