timestamp,ambient (ground),tank (left),ambient (tank),tank (right),line (outer),line (inner)
1564278516.5,508,595,500,602,470,427
1564278517.5,508,591,501,599,470,427
1564278518.5,507,591,501,597,470,428
1564278519.51,508,596,502,600,471,428
1564278520.51,508,595,501,603,471,428
1564278521.51,509,592,501,600,471,429
1564278522.51,509,592,502,602,471,428
1564278523.51,509,591,502,598,471,429
1564278524.51,508,594,502,601,472,428
1564278525.52,508,593,503,600,471,429
1564278526.52,508,591,503,600,471,428
1564278527.52,508,593,501,602,472,428
1564278528.52,508,591,502,598,471,428
1564278529.52,509,591,502,599,472,426
1564278530.53,508,592,502,599,471,428
1564278531.53,508,592,501,599,472,428
1564278532.53,508,592,501,599,471,428
1564278533.53,508,592,501,600,471,428
1564278534.53,508,591,502,599,472,425
1564278535.54,509,592,501,600,471,429
1564278536.54,508,591,501,599,471,428
1564278537.54,508,591,501,600,471,430
1564278538.54,508,592,501,599,471,429
1564278539.55,508,591,501,600,471,430
1564278540.55,508,593,502,601,471,427
1564278541.55,508,588,501,599,470,427
1564278542.55,508,594,501,599,471,428
1564278543.55,508,592,501,599,471,426
1564278544.56,508,600,501,599,472,427
1564278545.55,508,592,501,600,470,428
1564278546.56,508,592,502,601,471,428
1564278547.56,508,591,501,596,471,428
1564278548.56,508,593,501,601,471,428
1564278549.56,509,592,501,600,470,428
1564278550.57,508,591,501,600,471,428
1564278551.57,508,590,500,600,472,428
1564278552.57,508,591,502,599,471,428
1564278553.57,507,595,501,599,471,428
1564278554.57,508,591,501,599,471,429
1564278555.58,508,591,502,601,471,427
1564278556.58,508,592,501,598,470,429
1564278557.58,508,593,503,608,471,428
1564278558.58,508,591,501,600,470,427
1564278559.58,508,592,502,601,471,427
1564278560.59,508,594,500,600,471,426
1564278561.59,508,592,502,601,471,427
1564278562.59,509,592,503,602,470,427
1564278563.59,508,592,503,598,471,428
1564278564.6,508,593,503,604,470,428
1564278565.59,509,590,503,599,472,428
1564278566.6,509,592,502,601,473,429
1564278567.6,508,592,503,599,472,428
1564278568.6,508,592,503,597,472,429
1564278569.6,508,590,503,600,472,430
1564278570.6,508,591,503,600,472,430
1564278571.61,508,594,502,600,472,428
1564278572.61,508,591,502,601,473,429
1564278573.61,508,591,501,600,472,429
1564278574.61,507,591,501,599,472,430
1564278575.62,508,593,502,602,472,429
1564278576.62,509,591,501,604,473,429
1564278577.62,508,593,500,600,473,430
1564278578.62,508,591,501,599,472,429
1564278579.62,508,591,501,606,472,430
1564278580.63,508,593,501,599,473,430
1564278581.63,509,591,501,601,472,429
1564278582.63,508,587,501,600,473,429
1564278583.63,508,591,501,601,473,430
1564278584.63,507,592,501,599,473,430
1564278585.63,508,591,500,607,472,430
1564278586.64,508,595,501,601,473,429
1564278587.64,508,591,500,597,473,429
1564278588.64,508,593,501,600,473,430
1564278589.64,507,591,501,599,472,429
1564278590.64,508,592,501,604,472,429
1564278591.65,508,591,502,598,472,429
1564278592.65,508,592,501,602,472,429
1564278593.65,508,592,502,600,472,429
1564278594.65,508,592,502,602,472,428
1564278595.66,508,592,502,601,472,428
1564278596.66,508,593,498,602,472,429
1564278597.66,508,592,502,600,472,428
1564278598.66,508,591,502,600,473,429
1564278599.66,508,590,502,601,471,428
1564278600.67,508,591,502,599,470,429
1564278601.67,507,592,502,601,472,428
1564278602.67,508,591,502,600,473,428
1564278603.67,508,592,501,604,472,429
1564278604.67,509,591,501,601,472,429
1564278605.67,509,592,499,601,473,428
1564278606.68,508,592,502,601,472,429
1564278607.68,508,589,502,600,473,428
1564278608.68,508,594,502,605,472,429
1564278609.68,508,591,502,600,473,428
1564278610.68,508,594,502,600,473,429
1564278611.69,508,591,502,600,473,429
1564278612.69,507,594,501,598,473,429
1564278613.69,508,592,501,596,473,429
1564278614.69,507,594,501,601,473,429
1564278615.69,508,592,501,599,473,429
1564278616.7,509,592,501,602,473,429
1564278617.7,509,593,501,600,473,429
1564278618.7,509,592,501,602,473,429
1564278619.7,509,593,501,600,473,429
1564278620.71,508,592,501,602,473,429
1564278621.71,507,592,501,604,473,429
1564278622.71,508,591,501,600,473,429
1564278623.71,508,591,501,605,473,429
1564278624.71,508,592,501,599,473,429
1564278625.72,508,592,503,603,472,428
1564278626.71,508,589,501,600,473,429
1564278627.72,509,592,501,602,472,428
1564278628.72,508,593,501,597,473,429
1564278629.72,509,593,501,601,473,429
1564278630.72,508,593,501,601,473,429
1564278631.73,508,590,500,600,473,430
1564278632.73,508,593,500,596,474,430
1564278633.73,508,591,501,599,473,430
1564278634.73,508,590,501,602,474,431
1564278635.73,508,592,500,599,473,430
1564278636.74,508,590,500,603,473,430
1564278637.74,508,592,500,600,474,432
1564278638.74,508,592,499,600,474,430
1564278639.74,508,593,500,599,473,431
1564278640.74,508,592,500,600,474,431
1564278641.75,508,592,499,600,474,431
1564278642.75,509,592,499,600,474,431
1564278643.75,509,592,498,604,473,429
1564278644.75,508,590,498,599,474,430
1564278645.76,512,593,498,601,473,431
1564278646.75,508,591,499,599,474,431
1564278647.76,508,593,498,600,475,431
1564278648.76,508,591,499,602,474,431
1564278649.76,508,594,497,601,474,431
1564278650.76,508,589,498,600,474,431
1564278651.77,507,592,497,602,475,432
1564278652.77,508,588,497,600,474,431
1564278653.77,508,591,497,601,474,431
1564278654.77,507,593,497,600,474,431
1564278655.77,508,591,497,600,474,431
1564278656.78,512,588,497,603,475,431
1564278657.78,508,591,497,599,474,431
1564278658.78,507,592,498,601,475,432
1564278659.78,508,591,497,600,474,431
1564278660.78,508,591,497,601,475,432
1564278661.79,508,591,497,603,474,431
1564278662.79,507,592,497,601,474,431
1564278663.79,508,591,497,605,474,431
1564278664.79,508,592,497,600,474,431
1564278665.8,508,590,497,602,473,431
1564278666.79,508,591,497,600,475,431
1564278667.8,508,591,497,604,474,430
1564278668.8,508,591,498,599,474,431
1564278669.8,508,588,497,599,475,431
1564278670.8,508,593,497,593,474,431
1564278671.8,508,594,497,598,475,430
1564278672.81,508,590,497,601,474,431
1564278673.81,508,592,497,602,474,431
1564278674.81,508,591,497,603,473,429
1564278675.81,508,591,497,599,474,431
1564278676.82,507,593,497,601,475,431
1564278677.82,508,590,497,600,475,431
1564278678.82,508,591,498,602,475,432
1564278679.82,508,591,497,599,475,431
1564278680.82,507,594,497,604,474,429
1564278681.83,508,592,498,600,475,431
1564278682.83,508,592,497,602,475,431
1564278683.83,508,594,497,600,474,431
1564278684.83,508,592,497,600,474,431
1564278685.83,509,593,499,602,475,431
1564278686.83,508,592,497,601,473,431
1564278687.84,508,590,498,601,478,430
1564278688.84,508,591,498,600,474,430
1564278689.84,507,592,497,601,474,429
1564278690.84,508,591,498,599,474,430
1564278691.84,511,593,498,597,474,429
1564278692.85,508,590,498,597,474,430
1564278693.85,508,592,497,601,474,430
1564278694.85,506,594,498,600,473,429
1564278695.85,507,596,498,601,474,429
1564278696.85,508,592,498,596,473,430
1564278697.86,507,591,498,600,473,430
1564278698.86,508,592,497,600,474,429
1564278699.86,508,580,498,599,473,429
1564278700.86,507,591,500,599,474,429
1564278701.87,508,590,498,599,474,429
1564278702.87,508,591,498,602,474,430
1564278703.87,507,589,498,600,474,429
1564278704.87,508,592,498,595,474,430
1564278705.87,508,590,498,599,474,431
1564278706.88,509,593,497,600,474,430
1564278707.87,508,592,498,600,474,431
1564278708.88,507,592,498,600,475,432
1564278709.88,507,593,498,599,474,431
1564278710.88,508,587,498,599,474,431
1564278711.88,508,591,498,604,473,431
1564278712.89,508,592,498,599,474,431
1564278713.89,508,594,498,600,475,431
1564278714.89,507,591,499,599,474,428
1564278715.89,508,591,499,597,472,430
1564278716.89,508,592,499,600,474,430
1564278717.9,508,592,499,602,474,431
1564278718.9,508,591,499,602,473,430
1564278719.9,508,591,499,599,474,430
1564278720.9,508,591,500,603,474,430
1564278721.9,508,591,498,599,474,429
1564278722.91,509,591,499,603,473,430
1564278723.91,508,591,499,598,474,430
1564278724.91,508,589,499,600,475,430
1564278725.91,508,592,498,599,474,430
1564278726.92,508,591,496,601,474,431
1564278727.91,508,591,497,598,474,430
1564278728.92,508,593,498,600,474,431
1564278729.92,508,594,497,600,474,431
1564278730.92,508,592,497,606,474,430
1564278731.92,508,590,497,600,474,430
1564278732.93,508,591,497,594,474,428
1564278733.93,508,592,498,598,474,430
1564278734.93,508,591,497,598,474,430
1564278735.93,508,589,497,599,473,430
1564278736.93,508,592,496,599,474,430
1564278737.94,508,588,496,598,475,431
1564278738.94,507,593,496,600,475,431
1564278739.94,508,592,496,600,475,430
1564278740.94,507,592,495,601,475,430
1564278741.94,508,591,496,599,474,431
1564278742.95,509,589,496,600,473,431
1564278743.95,508,591,496,600,475,431
1564278744.95,507,597,496,602,474,431
1564278745.95,507,591,496,600,475,431
1564278746.96,508,596,495,600,475,431
1564278747.95,508,596,497,601,476,432
1564278748.96,507,588,495,601,475,430
1564278749.96,508,590,497,599,476,432
1564278750.96,508,591,497,601,476,429
1564278751.96,508,592,497,603,475,432
1564278752.96,507,592,497,601,475,432
1564278753.97,508,594,497,602,477,432
1564278754.97,508,592,497,600,475,432
1564278755.97,508,592,497,602,475,431
1564278756.97,508,591,497,599,475,431
1564278757.98,507,592,497,605,475,433
1564278758.98,508,592,497,599,476,432
1564278759.98,508,593,498,599,475,432
1564278760.98,508,592,497,601,475,432
1564278761.98,508,593,497,595,475,432
1564278762.99,508,591,498,602,474,432
1564278763.99,508,592,497,601,475,433
1564278764.99,508,593,497,602,476,432
1564278765.99,508,592,497,601,475,432
1564278766.99,507,591,497,602,475,432
1564278767.99,508,592,497,600,475,432
1564278769.0,507,589,497,602,475,432
1564278770.0,508,592,497,600,475,432
1564278771.0,508,592,497,601,476,432
1564278772.0,508,591,497,600,475,433
1564278773.0,507,592,497,601,475,432
1564278774.01,508,592,497,601,476,432
1564278775.01,508,591,497,601,476,433
1564278776.01,508,590,498,601,475,432
1564278777.01,508,591,498,600,476,432
1564278778.01,512,594,497,604,475,432
1564278779.02,508,591,497,598,476,434
1564278780.02,508,594,497,600,475,432
1564278781.02,507,591,497,601,476,432
1564278782.02,508,592,497,601,475,432
1564278783.03,508,587,497,600,476,429
1564278784.03,507,592,497,601,475,431
1564278785.03,507,592,498,600,476,432
1564278786.03,508,591,498,600,475,432
1564278787.03,508,593,497,602,475,431
1564278788.04,508,591,497,599,475,432
1564278789.03,507,595,497,610,474,431
1564278790.04,508,592,498,599,475,431
1564278791.04,508,591,498,597,476,431
1564278792.04,508,586,498,599,475,431
1564278793.04,508,591,498,600,476,431
1564278794.05,508,591,498,600,474,431
1564278795.05,508,592,497,603,475,431
1564278796.05,508,592,497,601,475,431
1564278797.05,508,590,497,601,475,430
1564278798.05,507,592,498,597,475,431
1564278799.06,508,591,497,599,477,431
1564278800.06,508,596,496,602,475,430
1564278801.06,508,591,497,599,475,431
1564278802.06,509,592,497,600,475,430
1564278803.06,508,591,497,599,475,431
1564278804.07,508,592,496,601,476,431
1564278805.07,508,593,496,599,475,431
1564278806.07,507,592,496,600,476,431
1564278807.07,508,592,497,599,475,431
1564278808.08,507,592,496,602,475,431
1564278809.07,508,593,496,601,475,431
1564278810.08,508,590,496,599,475,431
1564278811.08,509,593,496,599,476,431
1564278812.08,508,590,496,599,475,431
1564278813.08,508,594,496,604,474,431
1564278814.09,508,592,496,599,476,431
1564278815.09,508,593,496,602,475,432
1564278816.09,508,590,496,599,476,431
1564278817.09,508,592,496,600,475,431
1564278818.09,507,591,496,599,475,430
1564278819.1,508,590,496,600,476,431
1564278820.1,507,594,496,601,476,431
1564278821.1,507,591,495,599,475,432
1564278822.1,508,591,497,603,475,432
1564278823.1,508,591,495,596,475,431
1564278824.11,507,591,496,599,476,431
1564278825.11,507,592,495,599,475,431
1564278826.11,508,591,495,604,475,432
1564278827.11,508,587,495,599,476,431
1564278828.12,507,590,495,601,475,432
1564278829.11,508,591,495,603,475,432
1564278830.12,508,591,495,602,476,432
1564278831.12,507,591,495,603,475,429
1564278832.12,508,591,495,599,475,432
1564278833.12,507,592,495,599,476,432
1564278834.12,508,591,495,601,475,431
1564278835.13,508,592,496,604,474,431
1564278836.13,510,590,496,600,475,433
1564278837.13,507,594,495,602,476,431
1564278838.13,508,591,496,599,475,432
1564278839.14,508,592,495,600,475,432
1564278840.14,507,591,496,602,475,432
1564278841.14,508,591,496,599,475,432
1564278842.14,508,591,499,601,476,432
1564278843.14,508,590,496,599,476,431
1564278844.15,508,590,496,601,476,433
1564278845.15,508,591,496,599,476,433
1564278846.15,508,590,497,600,476,432
1564278847.15,508,595,496,599,477,433
1564278848.15,509,593,496,601,475,432
1564278849.15,508,594,496,598,476,433
1564278850.16,508,591,496,600,475,432
1564278851.16,508,590,496,600,475,433
1564278852.16,508,590,497,601,478,433
1564278853.16,508,593,496,601,475,432
1564278854.16,507,591,496,598,476,432
1564278855.17,508,593,496,600,474,432
1564278856.17,508,591,496,599,476,433
1564278857.17,508,589,497,601,476,432
1564278858.17,508,592,496,602,476,432
1564278859.17,508,592,498,600,476,433
1564278860.18,509,589,496,599,476,432
1564278861.18,508,591,497,600,476,432
1564278862.18,507,592,497,600,476,432
1564278863.18,507,591,496,600,476,432
1564278864.19,508,593,496,598,476,433
1564278865.19,507,591,496,597,476,433
1564278866.19,507,594,497,601,475,432
1564278867.19,508,592,497,598,476,432
1564278868.19,508,592,497,599,476,432
1564278869.2,507,592,497,600,476,432
1564278870.19,507,592,498,603,474,432
1564278871.2,507,591,498,600,475,432
1564278872.2,507,591,496,601,475,432
1564278873.2,507,593,497,599,475,432
1564278874.2,507,591,499,601,475,432
1564278875.21,507,590,498,601,476,430
1564278876.21,507,591,497,599,476,432
1564278877.21,508,590,497,599,475,433
1564278878.21,507,591,497,596,476,432
1564278879.21,508,592,498,599,476,434
1564278880.22,508,593,497,601,476,432
1564278881.22,505,592,501,601,476,431
1564278882.22,507,593,498,601,476,432
1564278883.22,507,591,498,600,476,433
1564278884.22,508,591,498,601,476,432
1564278885.23,508,590,498,605,476,433
1564278886.23,507,592,498,601,476,432
1564278887.23,507,591,499,600,475,431
1564278888.23,506,590,499,605,476,432
1564278889.24,508,592,499,600,475,432
1564278890.23,508,590,499,602,474,432
1564278891.24,507,589,498,602,475,431
1564278892.24,507,594,498,601,476,431
1564278893.24,508,592,499,600,476,431
1564278894.24,507,591,498,601,475,432
1564278895.25,508,591,499,601,475,431
1564278896.25,507,592,499,598,475,431
1564278897.25,508,592,499,601,475,431
1564278898.25,508,591,499,599,475,432
1564278899.25,508,592,499,600,475,432
1564278900.26,508,596,499,600,476,434
1564278901.26,508,591,499,600,476,431
1564278902.26,508,596,500,601,476,432
1564278903.26,508,592,499,601,476,433
1564278904.26,508,591,499,601,477,432
1564278905.27,508,591,500,604,476,432
1564278906.27,508,592,499,598,476,432
1564278907.27,508,591,499,598,477,432
1564278908.27,507,591,499,599,477,433
1564278909.28,507,591,499,601,476,431
1564278910.27,508,592,498,601,477,432
1564278911.28,508,593,498,600,477,433
1564278912.28,508,591,497,603,477,434
1564278913.28,507,589,498,600,477,433
1564278914.28,507,594,497,599,478,433
1564278915.28,506,594,498,596,477,434
1564278916.29,507,591,497,600,477,434
1564278917.29,508,591,497,601,477,435
1564278918.29,507,595,497,602,477,434
1564278919.29,508,590,498,601,477,435
1564278920.3,508,590,498,599,477,434
1564278921.3,508,590,497,601,479,435
1564278922.3,507,591,498,599,477,434
1564278923.3,507,589,498,603,477,434
1564278924.3,507,594,497,599,477,434
1564278925.31,507,592,498,601,477,433
1564278926.31,507,593,497,601,478,434
1564278927.31,507,591,496,601,477,434
1564278928.31,508,591,497,601,478,434
1564278929.31,508,591,497,601,478,434
1564278930.31,508,594,496,602,478,434
1564278931.32,507,591,497,599,478,434
1564278932.32,507,595,496,602,478,435
1564278933.32,508,592,497,600,478,434
1564278934.32,508,588,497,602,477,434
1564278935.32,508,592,497,600,477,434
1564278936.33,508,592,497,601,478,436
1564278937.33,507,591,496,600,477,434
1564278938.33,508,591,496,603,478,434
1564278939.33,507,593,496,603,477,435
1564278940.33,508,590,496,600,478,436
1564278941.34,508,591,496,603,478,434
1564278942.34,507,591,497,600,478,432
1564278943.34,507,592,497,599,478,437
1564278944.34,507,591,497,599,479,434
1564278945.35,508,593,497,605,477,434
1564278946.35,508,590,496,600,478,434
1564278947.35,507,591,497,602,478,435
1564278948.35,507,592,495,600,478,433
1564278949.35,507,591,496,601,478,434
1564278950.36,508,592,496,601,478,434
1564278951.36,507,591,496,600,482,434
1564278952.36,507,593,496,602,478,435
1564278953.36,507,591,496,599,478,434
1564278954.36,506,594,496,600,478,434
1564278955.36,508,591,496,599,477,434
1564278956.37,507,592,496,604,478,434
1564278957.37,507,591,496,600,478,436
1564278958.37,507,593,496,598,479,435
1564278959.37,507,587,496,601,479,435
1564278960.37,507,592,497,601,478,435
1564278961.38,507,592,497,600,478,435
1564278962.38,507,591,496,600,479,435
1564278963.38,507,592,496,605,478,434
1564278964.38,508,591,496,599,479,435
1564278965.39,507,593,496,597,479,435
1564278966.39,507,591,496,601,479,434
1564278967.39,507,592,497,602,477,435
1564278968.39,509,591,497,600,476,435
1564278969.39,508,592,496,601,479,434
1564278970.4,507,590,497,600,479,435
1564278971.39,508,591,496,597,479,435
1564278972.4,508,591,496,597,479,435
1564278973.4,507,591,497,600,479,435
1564278974.4,507,590,496,597,479,435
1564278975.4,507,591,496,599,478,435
1564278976.41,507,590,497,606,478,435
1564278977.41,507,590,496,598,479,435
1564278978.41,507,592,496,605,478,436
1564278979.41,507,592,496,600,479,435
1564278980.41,507,593,496,602,480,436
1564278981.42,508,590,498,601,478,434
1564278982.42,507,592,497,600,479,435
1564278983.42,511,592,496,601,479,435
1564278984.42,507,591,496,602,478,435
1564278985.42,507,590,497,600,478,435
1564278986.43,508,591,497,598,479,435
1564278987.43,508,592,496,599,479,434
1564278988.43,507,592,496,598,479,435
1564278989.43,507,593,496,600,479,435
1564278990.44,508,592,497,599,479,435
1564278991.43,508,593,497,601,479,435
1564278992.44,507,591,497,600,479,435
1564278993.44,507,591,497,599,479,436
1564278994.44,508,590,498,600,479,435
1564278995.44,507,592,498,600,479,435
1564278996.44,507,591,497,601,479,435
1564278997.45,507,593,497,598,479,435
1564278998.45,510,592,498,600,479,436
1564278999.45,507,591,498,600,479,435
1564279000.45,507,592,498,601,479,435
1564279001.46,507,594,498,598,479,436
1564279002.46,507,594,498,596,479,435
1564279003.46,508,592,498,596,479,435
1564279004.46,507,591,498,601,479,435
1564279005.46,507,591,498,601,480,436
1564279006.47,507,591,498,603,479,434
1564279007.47,507,591,498,601,479,436
1564279008.47,504,591,499,598,479,435
1564279009.47,507,592,499,598,480,438
1564279010.47,507,590,499,597,479,436
1564279011.47,507,592,499,602,480,435
1564279012.48,507,591,499,600,479,436
1564279013.48,507,591,499,600,480,436
1564279014.48,507,593,498,600,480,436
1564279015.48,508,592,499,600,479,437
1564279016.48,507,593,498,598,479,436
1564279017.49,507,591,499,598,480,436
1564279018.49,507,593,498,598,480,437
1564279019.49,507,591,498,598,480,436
1564279020.49,507,590,498,603,479,436
1564279021.49,507,590,499,599,479,436
1564279022.5,506,593,498,600,479,437
1564279023.5,507,592,497,600,480,436
1564279024.5,508,591,498,603,480,436
1564279025.5,508,591,499,602,479,437
1564279026.51,507,591,499,599,480,436
1564279027.51,506,593,499,600,480,435
1564279028.51,507,590,499,597,479,436
1564279029.51,508,590,499,601,480,436
1564279030.51,507,591,499,597,479,435
1564279031.51,507,592,499,602,479,436
1564279032.52,507,590,500,599,479,436
1564279033.52,508,591,499,601,480,435
1564279034.52,507,591,499,598,480,435
1564279035.52,507,590,500,604,480,436
1564279036.52,507,594,499,600,480,436
1564279037.53,507,590,500,599,480,436
1564279038.53,507,593,501,603,480,437
1564279039.53,507,589,501,599,480,437
1564279040.53,507,594,501,600,481,437
1564279041.53,507,590,502,598,480,437
1564279042.54,508,591,502,603,480,438
1564279043.54,507,591,503,599,480,438
1564279044.54,507,589,502,598,481,437
1564279045.54,508,591,504,599,481,438
1564279046.54,507,591,503,601,481,437
1564279047.55,508,591,503,602,481,438
1564279048.55,508,590,505,602,481,439
1564279049.55,507,592,505,600,481,439
1564279050.55,507,590,505,599,482,438
1564279051.56,507,591,502,602,482,439
1564279052.55,506,590,505,598,482,439
1564279053.56,507,591,504,599,482,439
1564279054.56,507,590,504,598,481,438
1564279055.56,507,591,503,603,482,438
1564279056.56,507,592,502,601,481,438
1564279057.57,507,595,502,600,481,437
1564279058.57,507,592,502,599,480,438
1564279059.57,507,591,501,600,482,441
1564279060.57,507,589,501,599,480,437
1564279061.57,507,590,502,599,480,436
1564279062.58,507,592,501,600,480,437
1564279063.58,507,590,501,601,481,435
1564279064.58,507,592,501,604,479,436
1564279065.58,507,591,500,600,480,437
1564279066.58,507,594,500,603,480,436
1564279067.59,506,590,500,599,480,436
1564279068.59,507,593,500,600,480,436
1564279069.59,507,590,500,600,481,437
1564279070.59,507,590,500,600,480,438
1564279071.6,508,589,500,598,481,437
1564279072.59,507,590,500,599,481,437
1564279073.6,507,593,500,598,481,438
1564279074.6,507,591,501,599,481,437
1564279075.6,507,592,500,600,481,437
1564279076.6,507,590,500,599,480,437
1564279077.6,507,594,500,597,480,437
1564279078.61,506,593,500,599,481,437
1564279079.61,507,592,500,600,482,437
1564279080.61,507,592,500,597,480,437
1564279081.61,507,591,500,600,481,437
1564279082.62,508,591,498,597,481,437
1564279083.62,508,591,500,600,480,437
1564279084.62,506,592,500,603,480,437
1564279085.62,507,590,500,599,480,434
1564279086.62,508,591,500,599,481,437
1564279087.63,507,591,500,598,480,437
1564279088.63,507,591,500,608,481,437
1564279089.63,508,591,500,600,480,437
1564279090.63,507,591,501,602,480,437
1564279091.63,507,590,501,602,479,436
1564279092.63,508,591,501,599,480,436
1564279093.64,508,591,502,599,481,436
1564279094.64,508,590,500,599,480,436
1564279095.64,508,589,501,601,480,437
1564279096.64,508,591,500,599,480,437
1564279097.64,508,595,500,599,479,436
1564279098.65,508,590,500,599,480,438
1564279099.65,508,591,500,600,480,436
1564279100.65,508,591,501,599,480,436
1564279101.65,507,590,500,600,480,435
1564279102.65,504,591,500,600,480,436
1564279103.66,507,591,500,599,481,435
1564279104.66,507,592,500,598,481,438
1564279105.66,507,591,500,599,480,436
1564279106.66,508,594,499,600,481,436
1564279107.67,508,590,499,599,481,437
1564279108.67,507,586,499,602,481,436
1564279109.67,507,591,499,599,481,438
1564279110.67,507,594,498,596,481,437
1564279111.67,507,589,498,599,481,437
1564279112.67,508,591,498,601,482,437
1564279113.68,507,591,498,602,481,438
1564279114.68,507,591,499,600,481,437
1564279115.68,507,593,497,608,481,437
1564279116.68,508,591,497,599,481,437
1564279117.68,508,585,497,603,481,438
1564279118.69,507,592,497,599,482,438
1564279119.69,507,591,497,601,481,439
1564279120.69,507,590,496,599,483,438
1564279121.69,507,591,495,600,481,438
1564279122.69,508,591,496,600,482,438
1564279123.7,507,591,496,600,481,438
1564279124.7,507,591,497,599,482,437
1564279125.7,507,590,496,600,482,438
1564279126.7,507,591,496,604,481,438
1564279127.71,507,591,496,602,482,440
1564279128.71,507,592,496,604,481,437
1564279129.71,507,591,496,603,481,438
1564279130.71,507,591,496,604,482,437
1564279131.71,507,590,496,599,481,438
1564279132.72,507,591,497,601,481,438
1564279133.71,511,588,497,601,481,437
1564279134.72,507,592,497,600,481,438
1564279135.72,507,591,497,600,481,439
1564279136.72,508,591,498,599,481,438
1564279137.72,507,593,497,601,482,437
1564279138.73,507,590,497,599,481,437
1564279139.73,508,602,497,603,481,438
1564279140.73,507,592,498,600,482,437
1564279141.73,508,591,499,601,482,437
1564279142.73,508,592,497,600,481,437
1564279143.74,507,589,497,600,481,437
1564279144.74,507,593,497,600,482,437
1564279145.74,507,590,497,599,481,438
1564279146.74,507,591,496,601,481,437
1564279147.74,507,590,496,599,481,437
1564279148.75,508,592,497,602,481,436
1564279149.75,507,591,497,600,481,436
1564279150.75,507,591,496,601,483,437
1564279151.75,507,590,496,601,481,437
1564279152.76,507,588,496,600,482,437
1564279153.75,507,591,495,600,482,438
1564279154.76,507,591,496,601,482,437
1564279155.76,507,589,495,600,482,438
1564279156.76,507,590,495,600,482,438
1564279157.76,507,591,495,599,482,437
1564279158.76,507,590,495,598,482,440
1564279159.77,506,593,494,602,482,438
1564279160.77,507,591,495,599,482,438
1564279161.77,507,594,494,599,483,438
1564279162.77,508,591,495,599,482,438
1564279163.78,507,592,495,601,482,439
1564279164.78,507,591,495,602,482,440
1564279165.78,509,592,494,601,483,438
1564279166.78,507,592,495,599,481,439
1564279167.78,507,591,494,600,482,438
1564279168.79,507,590,494,601,482,439
1564279169.79,507,591,495,599,482,439
1564279170.79,505,592,495,605,482,438
1564279171.79,507,590,495,599,483,439
1564279172.79,508,591,495,606,482,437
1564279173.79,507,591,495,601,482,438
1564279174.8,507,592,496,601,482,438
1564279175.8,507,591,496,599,482,438
1564279176.8,508,592,496,601,482,438
1564279177.8,507,593,496,601,482,437
1564279178.8,508,593,497,599,482,438
1564279179.81,508,596,496,601,482,437
1564279180.81,507,591,497,599,482,435
1564279181.81,507,591,496,605,481,438
1564279182.81,507,591,497,600,482,437
1564279183.81,507,592,497,601,483,438
1564279184.82,507,591,497,599,482,438
1564279185.82,507,591,497,600,481,438
1564279186.82,508,592,497,600,481,438
1564279187.82,508,590,497,601,482,438
1564279188.83,507,587,497,599,482,438
1564279189.83,508,589,497,599,481,438
1564279190.83,508,592,497,602,482,439
1564279191.83,508,597,497,598,482,438
1564279192.83,508,591,498,602,482,439
1564279193.84,507,591,497,598,482,438
1564279194.84,505,592,498,600,483,439
1564279195.84,508,591,498,599,483,439
1564279196.84,508,592,498,601,482,439
1564279197.84,507,592,498,600,482,439
1564279198.84,507,591,498,600,483,439
1564279199.85,508,591,497,602,483,439
1564279200.85,507,590,498,599,483,439
1564279201.85,509,588,498,602,483,439
1564279202.85,508,590,498,598,483,439
1564279203.85,507,590,498,601,483,440
1564279204.86,508,590,498,599,483,440
1564279205.86,508,590,499,602,483,439
1564279206.86,508,590,498,600,483,440
1564279207.86,508,589,498,599,483,439
1564279208.87,508,591,498,600,483,438
1564279209.87,508,591,498,601,483,440
1564279210.87,508,592,497,602,483,439
1564279211.87,507,590,498,599,483,439
1564279212.87,507,592,498,601,484,440
1564279213.88,507,591,498,603,483,440
1564279214.87,508,591,498,602,483,439
1564279215.88,507,592,498,600,483,439
1564279216.88,508,597,498,601,482,439
1564279217.88,507,591,498,600,483,439
1564279218.88,508,592,498,601,482,438
1564279219.89,511,590,499,599,483,439
1564279220.89,509,591,498,600,482,439
1564279221.89,508,591,498,600,483,439
1564279222.89,508,591,499,600,483,438
1564279223.89,507,592,499,598,483,438
1564279224.9,508,591,498,600,482,439
1564279225.9,508,592,499,603,482,439
1564279226.9,508,591,499,598,483,441
1564279227.9,508,592,499,598,483,439
1564279228.9,507,590,498,600,483,439
1564279229.91,508,591,499,600,483,438
1564279230.91,508,595,497,600,483,439
1564279231.91,508,591,499,601,483,439
1564279232.91,508,591,499,599,484,439
1564279233.92,508,590,499,599,481,439
1564279234.91,508,592,499,598,484,439
1564279235.92,508,590,498,599,483,439
1564279236.92,508,592,499,601,483,440
1564279237.92,508,591,498,602,483,439
1564279238.92,508,590,499,600,483,439
1564279239.92,508,591,498,602,481,440
1564279240.93,508,591,498,600,483,439
1564279241.93,508,591,499,601,483,440
1564279242.93,508,591,498,599,483,439
1564279243.93,508,591,498,600,483,440
1564279244.94,508,590,498,599,483,440
1564279245.94,508,593,498,597,484,440
1564279246.94,508,590,498,599,484,439
1564279247.94,508,589,498,602,483,439
1564279248.94,508,591,498,599,483,439
1564279249.95,508,592,498,601,483,439
1564279250.95,507,593,499,599,483,439
